Key,Value
*h₁eu̯s-,"burn.n.05, burn.n.04, burn.n.03, burn.n.01, burn.v.15, burn.v.03, burn.v.07, singe.v.01, burn.v.01, burn.v.06, burn.v.10, burn.v.09, burn.v.08, burn.v.05, burn.v.02"
1.*keh₂u̯-{1},"burn.n.05, burn.n.04, burn.n.03, burn.n.01, burn.v.15, burn.v.03, burn.v.07, burn.v.01, burn.v.06, burn.v.10, burn.v.09, burn.v.08, burn.v.05, burn.v.02"
1.*su̯el-{1},"burn.n.05, burn.n.04, burn.n.03, burn.n.01, burn.v.15, burn.v.03, smolder.v.01, burn.v.07, burn.v.01, smolder.v.02, burn.v.06, burn.v.10, burn.v.09, burn.v.08, burn.v.05, burn.v.02"
?*k/k̑remH-{1},"burn.n.05, burn.n.04, burn.n.03, burn.n.01, burn.v.15, burn.v.03, burn.v.07, burn.v.01, burn.v.06, burn.v.10, burn.v.09, burn.v.08, burn.v.05, burn.v.02"
"3. bʰeug-, bʰeugʰ-","flex.n.01, bend.n.03, bend.n.06, crook.n.03, bend.n.05, bend.n.01, flex.v.05, flex.v.04, bend.v.02, crook.v.01, bend.v.01, flex.v.02"
"u̯eiḱ-, u̯iḱ-, u̯oiḱo-","house.n.07, house.n.01, house.n.12, settlement.n.05, settlement.n.03, house.n.06, house.n.05, house.n.04, house.n.03, village.n.01, house.n.09, settlement.n.06, village.n.02, house.v.02, house.v.01"
?2.*kerH-{1},"hang.n.03, hang.n.02, hang.v.15, hang.v.02, hang.v.14, hang.v.13, hang.v.08, hang.v.01, hang.v.05, hang.v.12, hang.v.04, hang.v.03, hang.v.11, hang.v.06, hang.v.10"
sāg-,"track.n.11, track.n.10, track.n.09, track.n.03, track.n.08, track.n.07, track.n.06, trail.n.02, trail.n.01, trail.v.05, trail.v.04, track.v.05, trail.v.03, track.v.01, track.v.02"
*(s)neh₂-{1},"bathe.n.01, bathe.v.01, bathe.v.03, bathe.v.02, swim.v.05, swim.v.01, swim.v.04, swim.v.03"
2. trenk-,"bathe.n.01, bathe.v.01, cleanse.v.01, bathe.v.03, cleanse.v.02, bathe.v.02"
2.*h₁reh₁-{1},rowing.n.01
?*pert-{1},"fight.n.05, fight.n.02, fight.n.04, fight.v.02, fight.v.03"
nēik- : nīk- : nik-,"fight.n.05, assault.n.02, assault.n.01, fight.n.02, assault.n.03, fight.n.04, fight.v.02, fight.v.03"
1. (s)per-,"spar.n.03, pole.n.01, pole.n.10, pole.n.09, rafter.n.01, spar.n.02, pole.n.03, pole.n.07, pole.n.06, pole.n.02, spar.n.01, pole.v.03, spar.v.04, pole.v.02, spar.v.03, spar.v.02, rafter.v.01, spar.v.01"
4. del-,"dribble.n.03, dribble.v.03, dribble.v.02"
1. leg-,"dribble.n.03, drip.n.03, drip.n.02, drip.n.01, dribble.v.03, dribble.v.02, drip.v.01"
"2. bʰrū-, bʰrēu-","bridge.n.05, beam.n.02, beam.n.06, bridge.n.01, bridge.n.09, bridge.n.08, bridge.n.07, bridge.n.06, bridge.n.02, beam.n.05, bridge.n.04, beam.n.04, beam.n.03, bridge.n.03, beam.v.01, beam.v.03, bridge.v.02, bridge.v.03, bridge.v.01"
kentʰ(o)-,"rag.n.05, rag.n.01, rag.n.02, rag.v.06, rag.v.03"
1.*dei̯k̑-,"show.n.01, show.n.03, say.v.11, show.v.10, indicate.v.02, indicate.v.03, indicate.v.05, show.v.12, show.v.04, show.v.08, show.v.01"
?*dek(ʷ)s-{1},"show.n.01, show.n.03, show.v.10, show.v.12, show.v.04, show.v.08, show.v.01"
deiḱ-,"show.n.01, show.n.03, show.v.10, show.v.12, show.v.04, show.v.08, show.v.01"
dʰei̯ə- : dʰi̯ā- : dʰī-,"show.n.01, show.n.03, see.n.01, see.v.10, see.v.05, see.v.18, show.v.10, show.v.12, see.v.23, see.v.15, see.v.22, see.v.01, see.v.17, show.v.04, show.v.08, show.v.01, see.v.19, see.v.11, see.v.12"
"kʷeḱ-, kʷōḱ-, kʷeḱ-s-","show.n.01, show.n.03, appear.v.02, appear.v.05, appear.v.03, show.v.10, show.v.12, appear.v.06, appear.v.04, show.v.04, show.v.08, show.v.01, appear.v.07"
"stilp-, stilb-","show.n.01, show.n.03, show.v.10, show.v.12, show.v.04, show.v.08, show.v.01"
ēl-,"strip.n.06, line.n.16, line.n.18, line.n.14, line.n.23, line.n.22, strip.n.02, strip.n.05, line.n.29, line.n.02, line.n.05, line.n.27, line.n.03, line.n.01, line.n.11, line.n.20, line.n.07, strip.n.01, line.n.06, line.n.04, strip.v.13, strip.v.12, strip.v.11, strip.v.10, strip.v.09, line.v.06, line.v.05, strip.v.03, strip.v.08, line.v.02, line.v.04, unclothe.v.01, line.v.01"
"4. ster-, also sterə- : strē-, strei-, streu-","strip.n.06, line.n.16, line.n.18, line.n.14, line.n.23, line.n.22, strip.n.02, strip.n.05, stripe.n.05, streak.n.02, line.n.29, stripe.n.04, line.n.02, line.n.05, line.n.27, stripe.n.02, streak.n.04, line.n.03, line.n.01, streak.n.01, line.n.11, line.n.20, line.n.07, strip.n.01, line.n.06, line.n.04, strip.v.13, strip.v.12, strip.v.11, strip.v.10, strip.v.09, line.v.06, line.v.05, strip.v.03, strip.v.08, line.v.02, stripe.v.01, line.v.04, streak.v.02, streak.v.01, unclothe.v.01, line.v.01"
?2.*nebʰ-{1},"burst.n.03, burst.v.01, burst.v.08, shatter.v.01, shatter.v.03, shatter.v.02, burst.v.06, burst.v.04"
2. bʰlei-,"burst.n.03, burst.v.01, burst.v.08, burst.v.06, burst.v.04"
*TerKh₂-{1},"let.n.02, leave.n.02, leave.n.01, leave.v.04, leave.v.12, let.v.05, leave.v.02, allow.v.06, allow.v.04, let.v.02, allow.v.10, leave.v.01, depart.v.03, roar_off.v.01, allow.v.03, allow.v.09, leave.v.08, let.v.01, leave.v.07, leave.v.06, leave.v.03, leave.v.11"
*leh₁d-{1},"let.n.02, leave.n.02, leave.n.01, leave.v.04, leave.v.12, let.v.05, leave.v.02, allow.v.06, allow.v.04, let.v.02, allow.v.10, leave.v.01, depart.v.03, roar_off.v.01, allow.v.03, allow.v.09, leave.v.08, let.v.01, leave.v.07, leave.v.06, leave.v.03, leave.v.11"
gleubʰ-,"slice.n.04, slice.n.06, slice.n.05, slice.n.01, pare.v.01, slice.v.04, slice.v.03, pare.v.04, slice.v.02, cleave.v.01, cleave.v.02"
(s)nadʰ-,"slice.n.04, slice.n.06, slice.n.05, slice.n.01, slice.v.04, slice.v.03, slice.v.02"
"2. u̯erǵ-, u̯reǵ-","work.n.01, work.n.02, work.n.05, work.v.27, work.v.21, work.v.05, work.v.19, work.v.10, work.v.18, work.v.09, work.v.12, work.v.02, work.v.01, work.v.17, work.v.16, work.v.03, work.v.08, work.v.14"
maǵʰ-,"struggle.n.03, struggle.n.01, struggle.v.02"
2.*reh₁-{1},"count.n.02, count.n.03, count.n.01, calculate.v.01, count.v.06, calculate.v.02, count.v.08, calculate.v.05, count.v.04, count.v.01, count.v.02, count.v.05, count.v.07"
1. del-,"count.n.02, count.n.03, count.n.01, calculate.v.01, count.v.06, calculate.v.02, count.v.08, calculate.v.05, count.v.04, count.v.01, count.v.02, count.v.05, count.v.07"
1. nem-,"count.n.02, take.n.02, give.n.01, count.n.03, count.n.01, give.v.44, give.v.43, give.v.42, take.v.24, take.v.29, take.v.06, take.v.19, give.v.27, count.v.06, count.v.08, give.v.10, give.v.41, give.v.40, give.v.39, give.v.38, give.v.18, give.v.37, give.v.36, count.v.04, count.v.01, give.v.07, give.v.05, give.v.21, give.v.35, take.v.41, give.v.34, take.v.04, take.v.35, give.v.33, give.v.09, give.v.32, give.v.31, take.v.09, take.v.27, take.v.15, give.v.03, give.v.14, give.v.08, take.v.34, take.v.08, take.v.21, take.v.33, take.v.20, give.v.04, take.v.02, give.v.20, give.v.19, give.v.01, give.v.29, give.v.15, give.v.28, take.v.39, count.v.02, count.v.05, count.v.07"
*h₂ei̯s-,"search.n.02, search.n.05, search.n.01, search.n.04, search.n.03, search.v.01, search.v.04, search.v.02"
dʰl̥gʰ-,"duty.n.02, duty.n.01, debt.n.03, guilt.n.02, duty.n.03, debt.n.02, guilt.n.01, debt.n.01"
1.*teh₂-{1},"steal.n.02, steal.v.03, steal.v.02, steal.v.01"
3. ster-,"steal.n.02, steal.v.03, steal.v.02, steal.v.01"
*peh₂(i̯)-{1},"guard.n.10, guard.n.09, guard.n.03, guard.n.04, guard.n.06, guard.n.02, guard.n.01, guard.n.05, protect.v.01, guard.v.02, protect.v.02, guard.v.01, guard.v.04"
areq-,"guard.n.10, guard.n.09, guard.n.03, guard.n.04, guard.n.06, guard.n.02, guard.n.01, guard.n.05, protect.v.01, guard.v.02, protect.v.02, guard.v.01, guard.v.04"
2. ser-,"guard.n.10, guard.n.09, guard.n.03, shelter.n.01, shelter.n.02, shelter.n.05, guard.n.04, guard.n.06, guard.n.02, guard.n.01, guard.n.05, protect.v.01, guard.v.02, protect.v.02, shelter.v.02, guard.v.01, guard.v.04, shelter.v.01"
*h₁egʷʰ-{1},"drink.n.02, drink.n.01, drink.n.04, drink.v.01, drink.v.02, drink.v.05"
*peh₃(i̯)-{0},"drink.n.02, drink.n.01, drink.n.04, drink.v.01, drink.v.02, drink.v.05"
"2. pō(i)- : pī-, and (from pō-), p<sub>o</sub>-","drink.n.02, drink.n.01, drink.n.04, drink.v.01, drink.v.02, drink.v.05"
1. su̯el(-k)-,"drink.n.02, swallow.n.02, swallow.n.03, swallow.n.01, drink.n.01, drink.n.04, swallow.v.08, swallow.v.06, swallow.v.05, swallow.v.04, swallow.v.02, swill.v.02, drink.v.01, drink.v.02, drink.v.05, swallow.v.01"
sengʷ-,"fall.n.05, fall.n.07, fall.n.06, fall.n.10, fall.n.03, sag.n.01, fall.n.01, fall.v.03, fall.v.32, fall.v.31, fall.v.10, fall.v.30, fall.v.29, fall.v.28, fall.v.27, fall.v.26, fall.v.01, fall.v.24, fall.v.23, sag.v.01, sag.v.02, fall.v.22, fall.v.15, fall.v.21, fall.v.20, fall.v.09, fall.v.14, fall.v.18, fall.v.13, fall.v.06, fall.v.12, fall.v.17, fall.v.08, fall.v.07, fall.v.16, fall.v.04"
agos-,"sin.n.02, sin.n.06, blemish.n.01, sin.n.01, sin.n.05, sin.n.04, blemish.v.02, sin.v.01"
"koro-s, kori̯o-s","war.n.04, war.n.01, war.n.03, army.n.02, army.n.01, warrior.n.01, war.n.02, war.v.01"
nant-,"risk.n.02, risk.n.04, risk.n.03, risk.v.01"
2e. per-,"risk.n.02, risk.n.04, risk.n.03, danger.n.04, danger.n.01, danger.n.03, risk.v.01"
*h₂el-{1},"raise.n.03, raise.n.01, up.v.01, raise.v.01, raise.v.25, raise.v.24, raise.v.23, raise.v.22, raise.v.21, raise.v.03, raise.v.20, raise.v.19, raise.v.17, raise.v.16, nourish.v.01, hoist.v.03, raise.v.07, raise.v.09, raise.v.11, raise.v.02, raise.v.15, prick_up.v.01, raise.v.04, keep.v.16"
*treh₁u̯-{1},"raise.n.03, raise.n.01, up.v.01, raise.v.01, raise.v.25, raise.v.24, raise.v.23, raise.v.22, raise.v.21, raise.v.03, raise.v.20, raise.v.19, raise.v.17, raise.v.16, nourish.v.01, hoist.v.03, raise.v.07, raise.v.09, raise.v.11, raise.v.02, raise.v.15, prick_up.v.01, raise.v.04, keep.v.16"
*g/g̑el-{1},"freeze.n.04, freeze.n.03, freeze.n.02, freeze.n.01, freeze.v.10, freeze.v.09, freeze.v.03, freeze.v.08, freeze.v.05, freeze.v.02, freeze.v.04, freeze.v.07, freeze.v.01, freeze.v.06"
?*k̑i̯eH-{1},"freeze.n.04, freeze.n.03, freeze.n.02, freeze.n.01, freeze.v.10, freeze.v.09, freeze.v.08, freeze.v.05, freeze.v.02, freeze.v.04, freeze.v.07, freeze.v.01, freeze.v.06"
?*srei̯Hg/g̑-{1},"freeze.n.04, freeze.n.03, freeze.n.02, freeze.n.01, freeze.v.10, freeze.v.09, freeze.v.08, freeze.v.05, freeze.v.02, freeze.v.04, freeze.v.07, freeze.v.01, shudder.v.02, freeze.v.06"
preus-,"freeze.n.04, freeze.n.03, freeze.n.02, freeze.n.01, freeze.v.10, freeze.v.09, freeze.v.08, freeze.v.05, freeze.v.02, freeze.v.04, freeze.v.07, freeze.v.01, freeze.v.06"
1.*u̯erg̑-{1},"lock.n.06, lock.n.01, lock.n.05, lock.n.04, lock.n.03, lock.n.02, lock.v.03, lock.v.01, lock.v.04, lock.v.09, lock.v.06, lock.v.08"
5. u̯es-,"wear.n.03, wear.n.01, wear.v.05, wear.v.02, wear.v.09, wear.v.01, wear.v.04, clothe.v.03, wear.v.06, wear.v.03"
bʰolo-,"smoke.n.07, smoke.n.04, smoke.n.03, mist.n.01, smoke.n.01, smoke.n.02, mist.v.01, smoke.v.01, mist.v.03"
"keu̯əp- : ku̯ēp-, ku̯əp-, kū̆p-, and occasionally keu̯(e)p-, k(e)u̯ep-","smoke.n.07, smoke.n.04, smoke.n.03, cook.n.01, smoke.n.01, smoke.n.02, cook.v.03, cook.v.05, smoke.v.01, cook.v.02, cook.v.01"
ēt-mén-,"breath.n.01, wind.n.03, breath.n.05, breath.n.02, breath.n.03"
*dʰmeH-{1},"blow.n.07, blow.n.01, blow.n.02, blow.v.01, blow.v.03, blow.v.22, blow.v.06, blow.v.20, blow.v.18, blow.v.17, blow.v.15, blow.v.14, blow.v.13, blow.v.11, blow.v.05, blow.v.10, blow.v.09, blow.v.02"
"10. au̯(e)-, au̯ē(i)-, u̯ē-","blow.n.07, blow.n.01, blow.n.02, blow.v.01, blow.v.03, blow.v.22, blow.v.06, blow.v.20, blow.v.18, blow.v.17, blow.v.15, blow.v.14, blow.v.13, blow.v.11, blow.v.05, blow.v.10, blow.v.09, blow.v.02"
*g/g̑ʰan-{1},"yawn.n.01, yawn.v.01"
*g̑ʰeh₁i̯-{1},"yawn.n.01, yawn.v.01"
"2. ǵʰē- : gʰə-, and ǵʰēi- : ǵʰī-","yawn.n.01, yawn.v.01"
ǵʰēu- : ǵʰō(u)- : ǵʰəu-,"yawn.n.01, yawn.v.01"
*(s)leu̯g-{1},"swallow.n.02, swallow.n.03, swallow.n.01, swallow.v.08, swallow.v.06, swallow.v.05, swallow.v.04, swallow.v.02, swallow.v.01"
*sleu̯k-{1},"swallow.n.02, swallow.n.03, swallow.n.01, swallow.v.08, swallow.v.06, swallow.v.05, swallow.v.04, swallow.v.02, swallow.v.01"
1.*gu̯el-{1},"swallow.n.02, swallow.n.03, swallow.n.01, swallow.v.08, swallow.v.06, swallow.v.05, swallow.v.04, swallow.v.02, devour.v.04, devour.v.03, swallow.v.01, devour.v.01, devour.v.02"
"srebʰ-, sr̥bʰ-, and serbʰ-","swallow.n.02, swallow.n.03, swallow.n.01, swallow.v.08, swallow.v.06, swallow.v.05, swallow.v.04, swallow.v.02, slurp.v.01, swallow.v.01"
3.*u̯es-{1},"graze.n.02, pasture.n.01, graze.n.01, consume.v.06, consume.v.02, consume.v.05, consume.v.03, eat.v.02, eat.v.01, partake.v.03, graze.v.04, consume.v.04, graze.v.02, eat.v.04"
?*gʷʰel-{1},"graze.n.02, graze.n.01, consume.v.06, consume.v.02, consume.v.05, consume.v.03, partake.v.03, graze.v.04, consume.v.04, graze.v.02"
"pā- : pə-, and pā-t- : pə-t-","graze.n.02, pasture.n.01, graze.n.01, graze.v.04, graze.v.02"
"1. tong-, *teng-","feel.n.04, feel.n.01, feel.v.04, feel.v.05, feel.v.09, feel.v.13, feel.v.01, feel.v.03, feel.v.06, feel.v.08, feel.v.12, feel.v.11, feel.v.07"
?*k(ʷ)emp-{1},"tremble.n.01, shake.v.02, shake.v.05, shake.v.08, shake.v.09, tremble.v.01, shake.v.01, shake.v.07"
1. dʰreugʰ-,"tremble.n.01, tremble.v.01"
ergʰ-,"tremble.n.01, tremble.v.01"
1. ter-,"tremble.n.01, tremble.v.01"
"tres-, ters-, *teres-","tremble.n.01, tremble.v.01"
*(s)keu̯h₁-{1},"look.n.02, look.n.03, look.v.03, perceive.v.02, look.v.07, perceive.v.01, look.v.01, look.v.02, look.v.09"
*gʰlendʰ-{1},"look.n.02, look.n.03, look.v.03, look.v.07, look.v.01, look.v.02, look.v.09"
*spek̑-,"look.n.02, watch.n.03, watch.n.01, look.n.03, spy.n.01, spy.n.02, watch.n.02, watch.n.04, look.v.03, spy.v.04, spy.v.02, look.v.07, watch.v.04, look.v.01, watch.v.06, look.v.02, watch.v.01, watch.v.03, watch.v.05, spy.v.03, watch.v.02, look.v.09"
smeg(ʰ)-,"taste.n.07, taste.n.06, taste.n.01, taste.n.03, taste.n.04, taste.n.05, taste.v.06, taste.v.02, taste.v.05, taste.v.01"
anǵʰen-,"smell.n.05, smell.n.04, smell.n.01, scent.n.02, smell.v.05, smell.v.02, smell.v.03, smell.v.01, scent.v.02"
"bʰrag-, better bʰrə-g-","smell.n.05, smell.n.04, smell.n.01, smell.v.05, smell.v.02, smell.v.03, smell.v.01"
gʷʰrē-,"smell.n.05, smell.n.04, smell.n.01, smell.v.05, smell.v.02, smell.v.03, smell.v.01"
"neu-ks-, neu-s-","smell.n.05, sniff.n.01, smell.n.04, smell.n.01, sniff.v.02, smell.v.05, smell.v.02, smell.v.03, smell.v.01, sniff.v.01"
2. gʷet-,"talk.n.03, talk.n.01, talk.n.02, talk.n.05, talk.v.02, talk.v.01"
"ōr-, ər-","talk.n.03, talk.n.01, talk.n.02, talk.n.05, orate.v.01, talk.v.02, talk.v.01, speak.v.03, speak.v.05"
"kʷē̆d-, kʷō̆d-","drill.n.04, prick.n.04, stab.n.02, drill.n.02, drill.n.01, drill.v.02, drill.v.05, drill.v.03, drill.v.04, stab.v.02, prick.v.06, prick.v.02"
*h₁em-,"take.n.02, take.v.24, take.v.29, take.v.06, take.v.19, take.v.41, take.v.04, take.v.35, take.v.09, take.v.27, take.v.15, take.v.34, take.v.08, take.v.21, take.v.33, take.v.20, take.v.02, take.v.39"
*h₁nek̑-,"take.n.02, receive.v.08, receive.v.02, take.v.24, take.v.29, receive.v.13, take.v.06, take.v.19, receive.v.06, take.v.41, receive.v.12, take.v.04, take.v.35, receive.v.05, take.v.09, take.v.27, take.v.15, take.v.34, take.v.08, take.v.21, take.v.33, take.v.20, receive.v.01, take.v.02, receive.v.10, take.v.39"
*selh₁-{1},"take.n.02, take.v.24, take.v.29, take.v.06, take.v.19, take.v.41, take.v.04, take.v.35, take.v.09, take.v.27, take.v.15, take.v.34, take.v.08, take.v.21, take.v.33, take.v.20, take.v.02, take.v.39"
*sleh₂gʷ-{1},"take.n.02, take.v.24, take.v.29, take.v.06, take.v.19, seize.v.07, take.v.41, seize.v.01, seize.v.02, take.v.04, seize.v.06, take.v.35, take.v.09, take.v.27, take.v.15, take.v.34, take.v.08, take.v.21, take.v.33, take.v.20, take.v.02, take.v.39"
2.*h₂er-,"take.n.02, take.v.24, take.v.29, take.v.06, take.v.19, take.v.41, take.v.04, take.v.35, take.v.09, take.v.27, take.v.15, take.v.34, take.v.08, take.v.21, take.v.33, take.v.20, take.v.02, acquire.v.05, take.v.39, acquire.v.04"
3.*ser-{1},"take.n.02, take.v.24, take.v.29, take.v.06, take.v.19, seize.v.07, take.v.41, seize.v.01, seize.v.02, take.v.04, seize.v.06, take.v.35, take.v.09, take.v.27, take.v.15, take.v.34, take.v.08, take.v.21, take.v.33, take.v.20, take.v.02, take.v.39"
3. sel-,"take.n.02, take.v.24, take.v.29, take.v.06, take.v.19, seize.v.07, take.v.41, seize.v.01, seize.v.02, take.v.04, seize.v.06, take.v.35, take.v.09, take.v.27, take.v.15, take.v.34, take.v.08, take.v.21, take.v.33, take.v.20, take.v.02, take.v.39"
4. u̯er-,"take.n.02, take.v.24, take.v.29, take.v.06, take.v.19, take.v.41, take.v.04, take.v.35, take.v.09, take.v.27, take.v.15, take.v.34, take.v.08, take.v.21, take.v.33, take.v.20, take.v.02, take.v.39"
gʷʰren-,"soul.n.04, soul.n.05, soul.n.03, soul.n.01"
geiǵ-,"prick.n.04, stab.n.02, stab.v.02, prick.v.06, prick.v.02"
4. su̯er-,"prick.n.04, pierce.n.01, pierce.v.05, pierce.v.04, pierce.v.01, prick.v.06, pierce.v.02, prick.v.02, pierce.v.03"
?*bʰreu̯Hg/g̑-{1},"use.n.01, use.n.03, use.n.07, use.v.03, use.v.01, use.v.02, enjoy.v.02, enjoy.v.01, enjoy.v.04, use.v.06, use.v.04"
?1.*neu̯d-{1},"use.n.01, use.n.03, use.n.07, use.v.03, use.v.01, use.v.02, use.v.06, use.v.04"
"stāk-, stek-","stand.n.12, stand.n.09, stand.n.10, stand.n.04, stand.n.06, stand.n.03, stand.n.02, stand.v.06, stand.v.12, stand.v.01, stand.v.10, stand.v.02, stand.v.04, stand.v.09, stand.v.08, stand.v.07, stand.v.03"
?*bʰelk-{1},"support.n.04, support.n.08, support.n.02, support.n.01, support.n.10, support.n.07, support.n.03, support.n.06, support.n.11, support.v.09, support.v.02, support.v.01"
?*skebʰH-{1},"support.n.04, support.n.08, support.n.02, support.n.01, support.n.10, support.n.07, support.n.03, support.n.06, support.n.11, support.v.09, support.v.02, support.v.01"
"2. dʰer-, dʰerə-","support.n.04, support.n.08, support.n.02, support.n.01, support.n.10, support.n.07, support.n.03, support.n.06, support.n.11, support.v.09, support.v.02, support.v.01"
āt(e)r-,"fire.n.02, fire.n.04, fire.n.09, fire.n.01, fire.n.08, fire.n.03, fire.n.07, fire.n.05, fire.v.03, fire.v.02, fire.v.05, fire.v.06"
egnis : ognis,"fire.n.02, fire.n.04, fire.n.09, fire.n.01, fire.n.08, fire.n.03, fire.n.07, fire.n.05, fire.v.03, fire.v.02, fire.v.05, fire.v.06"
"peu̯ōr, pū̆r, genitive pu-n-és, locative puu̯éni","fire.n.02, fire.n.04, fire.n.09, fire.n.01, fire.n.08, fire.n.03, fire.n.07, fire.n.05, fire.v.03, fire.v.02, fire.v.05, fire.v.06"
*(s)teg-{1},"cover.n.07, cover.n.07, cover.n.03, cover.n.03, cover.n.10, cover.n.10, cover.n.09, cover.n.09, cover.v.26, cover.v.26, cover.v.14, cover.v.14, cover.v.13, cover.v.13, cover.v.05, cover.v.05, cover.v.09, cover.v.09, cover.v.12, cover.v.12, cover.v.24, cover.v.24, cover.v.23, cover.v.23, cover.v.02, cover.v.02, cover.v.01, cover.v.01, cover.v.19, cover.v.19, cover.v.11, cover.v.11, cover.v.18, cover.v.18, cover.v.10, cover.v.10, cover.v.17, cover.v.17, cover.v.16, cover.v.16, cover.v.15, cover.v.15, cover.v.04, cover.v.04, cover.v.03, cover.v.03"
*kreu̯H-{1},"cover.n.07, cover.n.03, cover.n.10, cover.n.09, cover.v.26, cover.v.14, cover.v.13, cover.v.05, cover.v.09, cover.v.12, cover.v.24, cover.v.23, cover.v.02, cover.v.01, cover.v.19, cover.v.11, cover.v.18, cover.v.10, cover.v.17, cover.v.16, cover.v.15, cover.v.04, cover.v.03"
*u̯eh₂g̑-{1},"cover.n.07, cover.n.03, cover.n.10, cover.n.09, cover.v.26, cover.v.14, cover.v.13, cover.v.05, cover.v.09, cover.v.12, cover.v.24, cover.v.23, cover.v.02, cover.v.01, cover.v.19, cover.v.11, cover.v.18, cover.v.10, cover.v.17, cover.v.16, cover.v.15, cover.v.04, cover.v.03"
?*sk̑ed-{1},"cover.n.07, cover.n.03, cover.n.10, cover.n.09, cover.v.26, cover.v.14, cover.v.13, cover.v.05, cover.v.09, cover.v.12, cover.v.24, cover.v.23, cover.v.02, cover.v.01, cover.v.19, cover.v.11, cover.v.18, cover.v.10, cover.v.17, cover.v.16, cover.v.15, cover.v.04, cover.v.03"
?2.*(h₁)rebʰ-{1},"cover.n.07, cover.n.03, cover.n.10, cover.n.09, cover.v.26, cover.v.14, cover.v.13, cover.v.05, cover.v.09, cover.v.12, cover.v.24, cover.v.23, cover.v.02, cover.v.01, conceal.v.02, cover.v.19, cover.v.11, cover.v.18, cover.v.10, cover.v.17, cover.v.16, cover.v.15, cover.v.04, cover.v.03"
?2.*(s)kep-{1},"cover.n.07, cover.n.03, cover.n.10, cover.n.09, cover.v.26, cover.v.14, cover.v.13, cover.v.05, cover.v.09, cover.v.12, cover.v.24, cover.v.23, cover.v.02, cover.v.01, cover.v.19, cover.v.11, cover.v.18, cover.v.10, cover.v.17, cover.v.16, cover.v.15, cover.v.04, cover.v.03"
1. dʰengʰ-,"cover.n.07, cover.n.03, cover.n.10, cover.n.09, cover.v.26, cover.v.14, cover.v.13, cover.v.05, cover.v.09, cover.v.12, cover.v.24, cover.v.23, cover.v.02, cover.v.01, cover.v.19, cover.v.11, cover.v.18, cover.v.10, cover.v.17, cover.v.16, cover.v.15, cover.v.04, cover.v.03"
kadʰ-,"cover.n.07, cover.n.03, cover.n.10, cover.n.09, cover.v.26, cover.v.14, cover.v.13, cover.v.05, protect.v.01, cover.v.09, protect.v.02, cover.v.12, cover.v.24, cover.v.23, cover.v.02, cover.v.01, cover.v.19, cover.v.11, cover.v.18, cover.v.10, cover.v.17, cover.v.16, cover.v.15, cover.v.04, cover.v.03"
3. ḱem-,"cover.n.07, cover.n.03, cover.n.10, cover.n.09, cover.v.26, cover.v.14, cover.v.13, cover.v.05, cover.v.09, cover.v.12, cover.v.24, cover.v.23, cover.v.02, cover.v.01, conceal.v.02, cover.v.19, cover.v.11, cover.v.18, cover.v.10, cover.v.17, cover.v.16, cover.v.15, cover.v.04, cover.v.03"
"ḱlep-, sḱlep-?","cover.n.07, cover.n.03, cover.n.10, cover.n.09, cover.v.26, secrete.v.01, cover.v.14, cover.v.13, cover.v.05, cover.v.09, cover.v.12, cover.v.24, cover.v.23, cover.v.02, cover.v.01, secrete.v.02, cover.v.19, cover.v.11, cover.v.18, cover.v.10, cover.v.17, cover.v.16, cover.v.15, cover.v.04, cover.v.03"
1. (s)kep-,"cover.n.07, cover.n.03, cover.n.10, cover.n.09, cover.v.26, cover.v.14, cover.v.13, cover.v.05, cover.v.09, cover.v.12, cover.v.24, cover.v.23, cover.v.02, cover.v.01, cover.v.19, cover.v.11, cover.v.18, cover.v.10, cover.v.17, cover.v.16, cover.v.15, cover.v.04, cover.v.03"
"2. (s)keu-, (s)keu̯ə : (s)kū-","cover.n.07, cover.n.03, cover.n.10, cover.n.09, wrap.n.01, wrap.n.02, cover.v.26, cover.v.14, cover.v.13, cover.v.05, cover.v.09, cover.v.12, cover.v.24, cover.v.23, cover.v.02, wrap.v.01, cover.v.01, wrap.v.04, cover.v.19, cover.v.11, cover.v.18, cover.v.10, cover.v.17, cover.v.16, cover.v.15, cover.v.04, cover.v.03"
1. u̯ā̆g-,"cover.n.07, cover.n.03, cover.n.10, cover.n.09, sheath.n.01, sheath.n.02, cover.v.26, cover.v.14, cover.v.13, cover.v.05, cover.v.09, cover.v.12, cover.v.24, cover.v.23, cover.v.02, cover.v.01, cover.v.19, cover.v.11, cover.v.18, cover.v.10, cover.v.17, cover.v.16, cover.v.15, cover.v.04, cover.v.03"
?*tag-{1},"order.n.15, order.n.14, order.n.02, order.n.07, order.n.09, order.n.01, order.n.13, order.n.12, order.n.11, order.n.03, order.v.06, order.v.05, arrange.v.07, order.v.02, order.v.01, order.v.03, arrange.v.02, arrange.v.01, arrange.v.06"
"gʰedʰ-, gʰodʰ-","gather.n.02, gather.n.01, unite.v.06, gather.v.04, gather.v.08, gather.v.05, gather.v.07, gather.v.01, beat_up.v.02, unite.v.01, unite.v.05, unite.v.03"
2. kʷei-,"gather.n.02, gather.n.01, gather.v.04, gather.v.08, gather.v.05, gather.v.07, gather.v.01, beat_up.v.02"
2. ais-,"worship.n.01, worship.n.02, worship.v.02, worship.v.03"
eu̯egʷʰ-,"worship.n.01, worship.n.02, avow.v.02, worship.v.02, worship.v.03"
