root,meaning,derivative,derivative meaning,language,form,dictionary
ǵʰéslo-,"thousand, chiliad",millefleur,background of (lit. 1000) small plants/flowers,English,noun,pokorny
"ǵʰesor-, ǵʰesr-",hand,cirurgian,chirurgeon,Middle English,noun,pokorny
ǵʰesto-,"arm, hand",praestō,at hand,Latin,adverb(ial),pokorny
1. ǵʰeu-,"to gush, pour, found",gēotan,to pour,Old English,verb strong (inflection),pokorny
"2. ǵʰeu-, ǵʰeu-d-","to die, disappear, get away","nozust, nozūdu, nozudu",to disappear,Latvian,verb,pokorny
ǵʰēu- : ǵʰō- : ǵʰəu-,"to gape, yawn",gōma,gum,Old English,noun masculine (gender),pokorny
gʰeub-,"to bend, move",gūva,sitting hunched over,dialectal,To Be Determined,pokorny
"gʰeuǵʰ-, gʰū̆ǵʰ-","to conceal, do secretly","gū́hati, guhati",hidden,Sanskrit,To Be Determined,pokorny
"gʰeu̯ei̯ā, ǵʰeu̯ei̯ā","pit, hollow",χειά,"Cave, hiding place",Greek,To Be Determined,pokorny
ǵʰlād-,"to call, sound",hrādatē,sounds,Sanskrit,To Be Determined,pokorny
gʰleu-,"to be happy, joyful, gleeful",glēam,"joy, joyous noise, jubilation",Old English,noun masculine (gender),pokorny
ǵʰō,behind; towards,sastruga,long wavelike snow ridge,English,noun,pokorny
gʰoilo-s,"foaming, turbulent, frothing up",gāel,relationship,Middle Irish,noun,pokorny
gʰom-,stall,gom,Cave stable,Armenian,To Be Determined,pokorny
gʰō̆s-,to eat,ghas-,"eat, consume",Sanskrit,To Be Determined,pokorny
gʰosti-s,"guest, stranger","gæst, gi(e)st, gest, gyst","guest, stranger",Old English,noun masculine (gender),pokorny
gʰou̯-,"to gawk, be aware of, pay attention to","gī(e)man, gēman, gȳman",to take care/notice of,Old English,verb weak (inflection),pokorny
gʰou-ro-s,"frightened, frightening","gnorn, grorn, gnyrn","sorrow, sadness, dejection",Old English,noun masculine (gender),pokorny
gʰous-,"to sound, hear",ghṓṣati,"resounds, proclaims loudly, hears",Sanskrit,To Be Determined,pokorny
gʰrē- : gʰrō- : gʰrə-,"to grow, become green",grǣd,grass,Old English,noun,pokorny
"1. gʰrebʰ-, gʰerbʰ-, root extension gʰrebʰā-","to grab, grasp",(ge-)græppian,to grapple,Old English,verb,pokorny
2. gʰrebʰ-,"to dig, grub, grave, scratch",grova,to grovel,Old Frisian,verb,pokorny
gʰredʰ-,"to stride, march",introgression,"ingress, going in",English,noun,pokorny
"gʰrēi- : gʰrəi- : gʰrī-, and lit. gʰrei-",to smear over,cramen,scab,Welsh,noun,pokorny
gʰreib-,"to grip, grab","grāpian, grōpian",to grope,Old English,verb weak (inflection),pokorny
1. gʰrem-,"to rub, scratch","grémžiu, grémžti",to scrape,Lithuanian,verb,pokorny
2. gʰrem-,"to grumble; resound, thunder",Grimbeorn,Beorn's son in Tolkien: The Lord of the Rings,English,proper noun,pokorny
gʰren-,"to grind, rub, stroke hard",refraindre,"to resound, restrain",Middle French,verb,pokorny
gʰrendʰ-,beam,grunda,roof,Latin,To Be Determined,pokorny
1. gʰrēu- : gʰrəu- : gʰrū-,"to collapse, fall down","griūti, griūva, griùvo",to crumble,Lithuanian,verb,pokorny
2. gʰrēu- : gʰrəu- : gʰrū-,"to crush, rub sharply",grou,grit,Old Cornish,noun,pokorny
gʰroud-,"(round body part, e.g. cheek, bosom)",grūad,Cheek,Old Irish,To Be Determined,pokorny
"gʷā-, gʷem-","to come, go",acrobat,one who performs gymnastic feats,English,noun,pokorny
gʷā̆dʰ-,"to dive, sink, submerge",bathos,"letdown, anticlimax, sudden commonplace in elevated style/manner",English,noun,pokorny
"1. gʷēbʰ-, or gʷābʰ-?, gʷəbʰ-","to plunge, dive in",baptizen,to baptize,Middle English,verb,pokorny
2. gʷēb-,slimy; frog,quav(er)en,to quaver,Middle English,verb,pokorny
gʷedʰ-,"to hit, push; harm, injure","quetsen, quetschen","to bruise, mash, crush",Middle High German,verb,pokorny
1. gʷei-,"to cry, weep, complain","cwīðan, cwīðe, cwīðed","to accuse; bewail, lament",Old English,verb weak (inflection) class 1,pokorny
"3. gʷei̯-, and gʷei̯ə-","to live, survive",amphibian,amphibious organism,English,noun,pokorny
gʷeid-,mud,quēse,blood blister,Middle Low German,noun,pokorny
gʷei̯ə-,"to prevail, overpower, be mighty",ācwencan,to quench,Old English,verb weak (inflection),pokorny
1. gʷel-,"to stab; pain, death, quell",atbaill,"to die, perish",Old Irish,verb,pokorny
"2. gʷel-, gʷelə-, gʷlē-","to flow, drip down; throw",amphibole,hornblende,English,noun,pokorny
"3. gʷel-, gʷ<sub>e</sub>l-, gʷlā-","acorn, valonia; oak?",gland,(group of) cells selectively processing materials in blood,English,noun,pokorny
gʷelbʰ-,"womb, uterus; young animal",diadelphous,having stamens united in 2 sets by filaments,English,adjective,pokorny
gʷē̆nā,"wife, queen, woman",ben,woman,Old Irish,noun,pokorny
"1. gʷer-, gʷerə-","to swallow; craw, gorge, throat",herbivore,plant-eating animal,English,noun,pokorny
"2. gʷer-, gʷerə-, gʷerəu-, gʷerī-","grave, heavy",bair,heavy,Old Irish,adjective,pokorny
"3. gʷer-, gʷor-",mountain,Boreas,god of the cold north wind (Greek mythology),English,proper noun,pokorny
4. gʷer-,"to praise, congratulate, raise one's voice",agreen,to agree,Middle English,verb,pokorny
"ǵu̯er-, ǵu̯erə-","to burn, be hot","žiūrėti, žiūri, žiūrėjo",to look,Lithuanian,verb,pokorny
"gʷes-, zgʷes-","to quench, extinguish",albestron,mineral thought to be inextinguishable once set on fire,Middle English,noun,pokorny
"gu̯es-, gȗos-, gus-, extended gu̯oz-do-","leaves, branches",kvas,"small, cut-off branches",Norwegian,To Be Determined,pokorny
1. gʷet-,resin,cwidu,quid,Old English,noun,pokorny
2. gʷet-,"to speak, talk",andcwis,"answer, response",Old English,noun feminine (gender),pokorny
gu̯et-,swelling,bowel,bowel,Middle English,noun,pokorny
gʷou-,"cow, ox, gaur",Butterbur(r),Bree surname in Tolkien: The Lord of the Rings,English,proper noun,pokorny
"gʷōu-, gʷū-","dirt, dung",gėda,shame,Lithuanian,noun masculine (gender),pokorny
"gu̯ozdo-, gu̯ozdi-","nail, penis",bottos,Wheel hub,Gallo-Romance,To Be Determined,pokorny
gʷrebʰ-,"young, embryo",βρέφος,new-born baby,Greek,noun neuter (gender),pokorny
gʷrendʰ-,to swell; breast,grand,"great, stately, foremost",English,adjective,pokorny
gʷretso-,"big, thick, gross",engrossen,to engross,Middle English,verb,pokorny
gʷʰðei-,"to destroy, perish",phthisis,progressively wasting/consumptive condition,English,noun,pokorny
gʷʰðer-,"to flow, run",phthiriasis,pediculosis,English,noun,pokorny
gʷʰedʰ-,"to ask, beg, wish for",guidiu,to ask for,Old Irish,verb,pokorny
"*gʷʰēi- : gʷʰəi-, gʷʰəi-d- : gʷʰīd-","bright, shining",gaĩsras,"fire, conflagration",Lithuanian,noun masculine (gender),pokorny
gʷʰeiə- : gʷʰī-,"vein, sinew, tendon",filen,to file,Middle English,verb,pokorny
gʷʰel-,"to want, wish","fallō, fallere, fefellī, falsum","to trip, trick, deceive",Latin,verb,pokorny
ǵʰu̯el-,"to bend, swerve",zъlъ,"bad, evil",Old Church Slavonic,adjective,pokorny
ǵʰu̯elg-,"to glance, look at",θέλγω,"enchant, flatter",Greek,To Be Determined,pokorny
ǵʰu̯en-,to sound,jain,Voice,Armenian,To Be Determined,pokorny
1. gʷʰen-,"to swell, abound",ganà,enough,Lithuanian,adjective,pokorny
2. gʷʰen-,"to hit, strike, fend",Gandalf,"grey/white wizard in Tolkien: The Hobbit, The Lord of the Rings",English,proper noun,pokorny
ǵʰu̯ē̆r-,wild animal,fiers,fierce,Middle English,adjective,pokorny
gʷʰer-,"warm, hot",gorgûn,term for orcs in Tolkien: The Lord of the Rings,English,noun plural (number),pokorny
ǵʰu̯oigʷ-,to shine; star,zvaigzne,star,Latvian,noun feminine (gender),pokorny
gʷʰrē-,"to scent, smell",ὀσφραίνομαι,"to scent, smell",Greek,verb,pokorny
gʷʰren-,"diaphragm; mind, soul",frantik,frantic,Middle English,adjective,pokorny
ʰā̆,(surprise: ha! oh!),ha,ha!,Middle English,interjection,pokorny
ʰa ʰa!,(laughter),ceahhetan,to laugh loudly,Old English,verb,pokorny
"īl-, īlu-","dirt, mud; black","ἰλύ̄ς, -ύος","Mud, feces",Greek,To Be Determined,pokorny
īli-,"groin, intestines",usta,"lips, mouth",Old Church Slavonic,noun neuter (gender),pokorny
i̯ā- : i̯ō-,"to punish, be angry, excited",jelous,jealous,Middle English,adjective,pokorny
i̯ag-,"to worship, venerate",hagio-,holy,English,prefix,pokorny
i̯agʰ-,"to hunt, wish for",jagōn,hunting,Old High German,To Be Determined,pokorny
i̯ē- : i̯ə-,"to do, throw, project",amis,amice,Middle English,noun,pokorny
i̯eg-,"ice, icicle",aig,ice,Middle Irish,noun,pokorny
i̯ēgʷā,"force, strength",ephebe,"youth, young man",English,noun,pokorny
i̯ek-,to speak,gēogelere,juggler,Old English,noun masculine (gender),pokorny
i̯ēk- : i̯ək-,to heal,hīcc,healing,Old Irish,noun,pokorny
"i̯ē̆kʷ-r̥, genitive i̯ekʷ-n-és",liver,lifer,liver,Old English,noun feminine (gender),pokorny
iēlo- : i̯əlo-,"raw, unripe",-ialo-,Clearing,Gallish,To Be Determined,pokorny
i̯em-,"to hold, match, defeat, geminate; twin","ef(e)n, æfen","even, equal",Old English,adjective,pokorny
i̯es-,"to boil, foam up","gist, gyst",yeast,Old English,noun masculine (gender),pokorny
i̯et-,"to set out, strive for","yátati, -te","connects, adds together; strives for what",Sanskrit,To Be Determined,pokorny
1. i̯eu-,"to mix, mingle (of meal preparation)",jus,juice,Middle English,noun,pokorny
"2. i̯eu-, i̯eu̯ə-, i̯eu-g-","to yoke, join, tie together",iau,yoke,Welsh,noun,pokorny
3. i̯eu-,young,ōac,young,Old Irish,adjective,pokorny
4. i̯eu-,"to separate, hold apart","jaudāt, jaudāju, jaudāju",to be able,Latvian,verb,pokorny
i̯eu-dʰ-,"to fight, move swiftly",jussive,word/form/case/mood expressing command,English,noun,pokorny
i̯euǵ-,"to excite, arouse; unsteady",yaozaiti,"gets agitated (by water, by restless countries)",Avestan,To Be Determined,pokorny
"i̯eu-ni-, or i̯ou-ni-",the right place/way,yṓni,place of residence,Sanskrit,To Be Determined,pokorny
i̯eu̯o-,"grain, esp. barley",zein,protein from Indian corn,English,noun,pokorny
i̯eu̯os-,"rule, right, justice, statute",juridical,re: office of judge/administration of justice,English,adjective,pokorny
i̯oi-ni-,reed (bulrush),iuncus,Reed grass,Latin,To Be Determined,pokorny
i̯ork-,(type of deer),ζόρξ,"Deer, gazelle",Greek,To Be Determined,pokorny
i̯ō[u]s- : i̯ūs-,belt; to gird,evzone,member of select Greek infantry unit,English,noun,pokorny
1. i̯u-,you (plural),ēow,you,Old English,pronoun 2nd person plural (number) dative (case),pokorny
2. i̯ū̆,yowl (exclamation of joy/wonder),yowlen,to yowl,Middle English,verb,pokorny
kā-,"to like, wish, desire",hōre,whore,Old English,noun feminine (gender),pokorny
"kā̆, ke, kom",well! (particle),kъ,"to, for",Old Church Slavonic,preposition,pokorny
kā̆d-,"to rob, harm, damage; chase",kadana-,Destruction,Sanskrit,To Be Determined,pokorny
kadʰ-,"to guard, cover, protect",hæt(t),hat,Old English,noun masculine (gender),pokorny
1. ḱad-,to fall,accident,accident,Middle English,noun,pokorny
2. ḱad-,"to shine, sparkle",śāśadúḥ,"to excel, to stand out",Sanskrit,To Be Determined,pokorny
ḱād- : ḱədes- : ḱəd-s-,"hate, displeasure, uneasiness",cath,battle,Old Irish,noun,pokorny
"kaǵo-, masc., kaǵā- fem.",goat,hēcen,"kid, young goat",Old English,noun,pokorny
kagʰ- : kogʰ-,"to sew, plait, etc.",Haysend,Buckland village in Tolkien: The Lord of the Rings,English,proper noun,pokorny
kagʰlo-,"chalk, pebble",cealc,"chalk, lime, cement, plaster",Old English,noun masculine (gender),pokorny
"1. kai-, kai-u̯o-, kai-u̯elo-",alone,caelebs,"unmarried, single",Latin,adjective,pokorny
2. kai,and,kaĩ,"as, when",Lithuanian,conjunction,pokorny
"3. kā̆i-, kī̆-",heat,hǣtan,to heat,Old English,verb weak (inflection),pokorny
kai-ko-,"one-eyed, cyclopean",caecum,caecum,Middle English,noun,pokorny
"kaiḱ-, or koiḱ-","to itch, scratch",kéśa,Main hair,Sanskrit,To Be Determined,pokorny
"kai-lo-, kai-lu-","bright; hale, whole, healthy",hǣlan,to heal,Old English,verb weak (inflection),pokorny
kais-,hair,kēsara-,"Hair, mane",Sanskrit,To Be Determined,pokorny
kaito-,"chet, woods, forest",Heathertoes,Bree surname in Tolkien: The Lord of the Rings,English,proper noun,pokorny
"kaiu̯r̥-t, kaiu̯n̥-t","cleft, hollow, ravine",καιάδᾱς,"pit, underground cavern",Greek,noun,pokorny
kakka-,"to cack, defecate (nursery word)",cacc,cack,Old Irish,noun,pokorny
kāk-,to croak; cracking sound,kāka-,Crow,Sanskrit,To Be Determined,pokorny
1. ḱak-,to become thin,kasu,"small, low",Avestan,To Be Determined,pokorny
"2. ḱak-, ḱek-?","to help, enable",on-hagian,"to suit, be apt, accord with will/convenience",Old English,verb weak (inflection) transitive,pokorny
"1. ḱāk- : ḱək-, probably ḱā[i]k- : ḱīk-","to jump, spring out",hengest,"horse, steed, gelding",Old English,noun masculine (gender),pokorny
2. ḱā̆k-,branch,cēcht,plow,Old Irish,noun,pokorny
1. kal-,"hard, callous; blister",callose,carbohydrate content in plant cell walls,English,noun,pokorny
"2. kal-, kali-, kalu-","handsome, beautiful; healthy",calligraphy,(art of producing) fair/elegant handwriting,English,noun,pokorny
"3. kā̆l-, kō̆l-?",to be captured; prison,kalinỹs,prisoner,Lithuanian,noun masculine (gender),pokorny
kalni-,narrow path/passage,callis,"footpath, cattle track",Latin,noun masculine (gender),pokorny
kam-er-,"to bend, curve",chambre,chamber,Middle English,noun,pokorny
kam-p-,to bend,campylobacter,lit. twisted bacteria,English,noun,pokorny
kan-,"to sing, chant, sound",charme,charm,Middle English,noun,pokorny
"kand-, skand-, and Indo-Iranian kend-","to glow, shine; bright, candent","candel(l), condel(l)",candle,Old English,noun feminine (gender),pokorny
kan-tʰo-,"curve, angle, corner",canteen,post exchange,English,noun,pokorny
kap-,"to cop, grab, grasp; have?",Sandheaver,hobbit surname in Tolkien: The Lord of the Rings,English,proper noun,pokorny
"kāp-, kəp-",piece of land,κῆπος,Garden,Greek,To Be Determined,pokorny
kā̆po-,thing in the water,śā́pa-,"what flowing water carries with it, drifts, floats",Sanskrit,To Be Determined,pokorny
kapro-,he-goat,chèvrefeuille,"honeysuckle, lit. goatleaf",French,noun masculine (gender),pokorny
kap-ut,head,godhead,"divinity, divine nature/essence",English,noun,pokorny
"kā̆pʰo-, or ḱō̆pʰo-",hoof,hōf,hoof,Old English,noun masculine (gender),pokorny
1. kar-,"to scold, punish, revile",κάρνη,damage,Greek,To Be Determined,pokorny
"2. kar-, karə-","to glorify, praise aloud","brēme, brȳme","famous, renowned, glorious",Old English,adjective,pokorny
"3. kar-, reduplicated karkar-",hard,Hardbottle,Shire village in Tolkien: The Lord of the Rings,English,proper noun,pokorny
kār-,wax,κηρός,Wax,Greek,To Be Determined,pokorny
kars-,"to rub, scratch",carde,card,Middle English,noun,pokorny
"ḱas-, ḱas-no-",gray,hara,hare,Old English,noun masculine (gender),pokorny
"ḱās-, ḱəs-","to teach, show the way",sastik,"severe, grievous",Classical Armenian,adjective,pokorny
1. kat-,"to link, plait, weave; chain, net",heaðor,"restraint, confinement",Old English,noun,pokorny
2. kat-,to bear young; young animal,cadelle,small cosmopolitan black beetle,English,noun,pokorny
ḱat-,"to fight, struggle; battle",cath,battle,Old Irish,noun,pokorny
kau-,"to humble, discourage",hēan,"abject, depressed, miserable",Old English,adjective,pokorny
"kāu-, kəu-","to hew, cut, hit","forhēawan, forhēow, forhēowon, forhēawen","to hew, cut down",Old English,verb strong (inflection) class 7,pokorny
"kā̆u-, kē̆u-, kū-",to howl,"šaũkti, šaũkia, šaũkė",to call,Lithuanian,verb,pokorny
kā̆ulā : kūlā,"boil, abscess, swelling",κήλη,"Tumor, especially bodily injury",Ionic Greek,To Be Determined,pokorny
"kau-l-, ku-l-","hole, hollow; bone",*hol-bȳtla,hole-builder,Old English,noun masculine (gender),pokorny
kaus-,to draw lots,καῦνος,Go,Greek,To Be Determined,pokorny
ked-,to smoke,cedar,evergreen needle-leaved conifer,English,noun,pokorny
"keg-, keng-, and kek-, kenk-","peg, handle, (grappling) hook",ail-cheng,rack for hanging weapons,Middle Irish,noun,pokorny
kēi-,"to move, set in motion",behǣs,promise,Old English,noun,pokorny
1. ḱei-,"to lie, recline; camp, home",céle,"friend, fellow, companion",Old Irish,noun masculine (gender),pokorny
2. ḱei-,"(dark color: brown, gray)",hār,hoary,Old English,adjective,pokorny
ḱē- : ḱō- : ḱə-,"to hone, whet, sharpen",conodont,extinct small fishlike chordate with conical teeth,English,noun,pokorny
ḱēi-bʰ-,"fast, hasty, violent","hæst, hǣst, hēst","fury, violence",Old English,noun feminine (gender),pokorny
keid-,to fall,hyttan,"to hit, meet with",Old English,verb,pokorny
ḱēi-gʰ-,"fast, hasty, violent",hīgian,"to hie, strive",Old English,verb weak (inflection),pokorny
ḱeip-,"to slant, slope; to wag, wave",śiprā,"Mustache, flowing helmet plume",Sanskrit,To Be Determined,pokorny
"ḱeipo-, ḱoipo-","peg, stake, sharp wood/stone chip/piece",chip,chip,Middle English,noun,pokorny
keis-,"arm; thigh, shin",kiṣku-,Forearm,Sanskrit,To Be Determined,pokorny
keḱ-,weasel,kaśa-,Weasel,Sanskrit,To Be Determined,pokorny
keku-,"cudgel, hammer-shaped stick",čakuš-,"Throwing hammer, throwing axe",Avestan,To Be Determined,pokorny
ḱēko-,green grass/fodder,śāka-,"edible herbs, vegetables",Sanskrit,To Be Determined,pokorny
"1. kel-, kelə-","to project, tower up; hill",holm,"holm, hill, mount; sea, wave",Old English,noun masculine (gender),pokorny
2. kel-,"to stab, stick, sting",cuilenn,holly,Middle Irish,noun,pokorny
"3. kel-, kelə-, klā-, extended klād-","to hit, hew, cut down",Dimholt,black grove in Tolkien: The Lord of the Rings,English,proper noun,pokorny
"4. kel-, and kāl-",light and dark spots,kalaŋka-,"Stain, Rust",Sanskrit,To Be Determined,pokorny
5. kel-,"to drive, compel, accelerate, move quickly","behealdan, bihealdan","to hold, behold",Old English,verb,pokorny
"6. kel-, klē-, klā-, or kl̥̄-?","to call, cry",keelhaul,to haul under ship's keel as torture/punishment,English,verb transitive,pokorny
"7. kel-, kol-, k<sub>o</sub>l-","calix, chalice, goblet, beaker",chalice,chalice,Middle English,noun,pokorny
9. kel-,"to owe, be guilty",κηλέω,"enchant, mesmerize",Greek,To Be Determined,pokorny
10. kel-,to dry out,śiśira-,"cool, cold",Sanskrit,To Be Determined,pokorny
11. kel-,to bend; crooked,auscultō,"listen, pay attention",Latin,To Be Determined,pokorny
"kēl-, kōl-, kəl-","to deceive, dumbfound, enthrall",hōl,"slander, calumny, vain/evil speech",Old English,noun neuter (gender),pokorny
1. ḱel-,"cold; warm, caloric",decalescence,reduced temperature increase due to phase change,English,noun,pokorny
2. ḱel-,"to bow, lean, incline",hold,"true, loyal, faithful, favorable",Old English,adjective,pokorny
3. ḱel-,"thin shaft, stalk",hali,tail,Old Norse,noun,pokorny
4. ḱel-,"to hide, conceal",Elfhelm,Rohan marshal in Tolkien: The Lord of the Rings,English,proper noun,pokorny
"ḱelb-, ḱelp-",to help,helpan,to help,Old English,verb strong (inflection),pokorny
keleu-,"to wander; way, path","cli(o)wen, clywen, cleowen",clew/clue,Old English,noun neuter (gender),pokorny
"k<sub>e</sub>ləu̯o-, k<sub>e</sub>leu̯o-","bald, bare",calvarium,skull lacking lower jaw/facial portion,English,noun,pokorny
kelg-,"to wind around; windings, intrigue",celg,"Deception, betrayal",Middle Irish,To Be Determined,pokorny
"kelp-, kl̥p-","jug, pot, cauldron","κάλπις, -ιδος",Jug; ash urn,Greek,To Be Determined,pokorny
1. kem-,"to squeeze, hem in, press together",hem,"hem, seam, border",Old English,noun masculine (gender),pokorny
2. kem-,"to hum, buzz, croon",humbylbee,humble-bee,Middle English,noun,pokorny
"1. ḱem-, or ḱam-","horn, pole, stick",śámyā,"Stick, cone, wooden nail, support nail",Sanskrit,To Be Determined,pokorny
2. ḱem-,hornless (normally horned) animal,hind,hind,Old English,noun,pokorny
3. ḱem-,"to wrap, cover, conceal",akmē,point,Greek,noun feminine (gender),pokorny
4. ḱem-,to be/make tired,κάματος,"toil, labor",Greek,noun masculine (gender),pokorny
"kemə-, komə-, kmā-","bite, piece",κάμνω,"to work, toil, be weary",Greek,verb,pokorny
k<sub>e</sub>mer-,"armored animal (crab, turtle, etc.)",Hummer,lobster,German,noun,pokorny
1. ken-,"to pinch, press, etc.",Nußknacker,nutcracker,German,noun masculine (gender),pokorny
"2. ken-, kenə-, keni-, kenu-","to rub, scrape, scratch off; ashes",nippen,to nip,Middle English,verb,pokorny
3. ken-,"to begin, be born, come forth anew; young, recent",cainotophobia,abnormal fear of novelty,English,noun,pokorny
4. ken-,"to strain, strive eagerly",dēacon,deacon,Old English,noun,pokorny
ḱen-,"void, empty",sin,"empty, vain",Armenian,To Be Determined,pokorny
k<sub>e</sub>nəkó-,"golden, honey-colored",hunig,honey,Old English,noun neuter (gender),pokorny
1. kenk-,"to bind, gird",precinct,precinct,Middle English,noun,pokorny
2. kenk-,"to burn, hurt; dry feeling: thirst, hunger",hungor,hunger,Old English,noun masculine (gender),pokorny
3. kenk-,"heel, hock, back of knee","hēla, hǣla",heel,Old English,noun masculine (gender),pokorny
"ḱenk-, ḱonk-","to hang, sway, dangle",hangian,to hang,Old English,verb weak (inflection),pokorny
ḱens-,"to announce, proclaim, speak formally",Cassandra,daughter of King Priam of Troy (Greek mythology),English,proper noun,pokorny
kentʰ-,"rag, cloth",kanthā,mended dress,Sanskrit,To Be Determined,pokorny
ḱent-,"to stab, stick",centrobaric,re: center of gravity,English,adjective,pokorny
"1. ker-, kor-, kr-",(onomatopoeic: hoarse sound),rocas,rook,Irish,noun,pokorny
3. ker-,to burn,heorþ,hearth,Old English,noun masculine (gender),pokorny
4. ker-,cherry,kirschwasser,colorless cherry brandy,English,noun,pokorny
"5. ker-?, kō̆r-",to hang,"kariù, kárti",hang oneself with a rope,Lithuanian,To Be Determined,pokorny
"6. ker-, and ḱer-","dirty, dark-colored, etc.",karaṭa-,dark red,Sanskrit,To Be Determined,pokorny
"1. ḱer-, ḱerə- : ḱrā-, ḱerei-, ḱereu-","horn, head, upper part of body",Hornburg,Rohan fortress in Tolkien: The Lord of the Rings,English,proper noun,pokorny
"2. ḱer-, ḱerə-, ḱrē-","to grow, increase",acreuen,to accrue,Middle English,verb,pokorny
3. ḱer-,"rope, string; to plait, weave",sari-k',"Ribbon, string",Armenian,To Be Determined,pokorny
"4. ḱer-, and ḱerə- : ḱrē-","to harm, injure; ruined, spoiled",caries,progressive bone/tooth destruction,English,noun,pokorny
"ḱerbero-, and kerbero-","checkered, variegated",śárvara-,"colorful, mottled",Sanskrit,To Be Determined,pokorny
1. kerd-,to gird,fo-cridigedar,may he/she/it prepare,Old Irish,To Be Determined,pokorny
2. kerd-,"craft, talent; skilled",ceard,tinker,Scots Gaelic,noun masculine (gender),pokorny
"ḱerdʰo-, ḱerdʰā","line, row, herd",tree-herd,Ent description in Tolkien: The Lord of the Rings,English,noun,pokorny
"ḱered- : ḱerd-, ḱērd-, ḱr̥d-, ḱred-",heart,cuer,heart,Old French,noun masculine (gender),pokorny
"kerem-, krem- : krom-, and kerm-",onion or garlic; ash (tree),hramsa,ramson,Old English,noun,pokorny
"kerəp-, krēp-","cloth, leather rag; shoe",carpisculum,Kind of footwear,Latin,To Be Determined,pokorny
kerḱ- : korḱ- : kr̥ḱ-,"to wrinkle, shrivel up",kr̥śá-,"emaciated, gaunt, feeble",Sanskrit,To Be Determined,pokorny
"ḱerə-, ḱrā-",to cook,hrēr,"rear, lightly boiled",Old English,adjective,pokorny
kerm-,"to rest, tire",hirmen,"rest, take a break",Old High German,To Be Determined,pokorny
kerno-,"jaw, chin(bone)",cern,Cheeks,Welsh,To Be Determined,pokorny
ḱē-ro-,colorful (or a color term),śārá-,"colorful, mottled",Sanskrit,To Be Determined,pokorny
kers-,"black, dirty; dark color",Krishna,8th/principal avatar of Vishnu (Hinduism),English,proper noun,pokorny
1. ḱer-,"bristle, stiff hair","hǣr, hēr",hair,Old English,noun neuter (gender),pokorny
2. ḱers-,"to run, course",decurrent,extending downward from place of insertion,English,adjective,pokorny
"kert-, kerət-, krāt-","to roll, turn, wind",hyrd,door,Old English,noun,pokorny
kes-,"to comb, itch, scratch",be-snyðð(i)an,"to rob, divest, deprive",Old English,verb,pokorny
ḱes-,to cut,cess,spear,Middle Irish,noun,pokorny
"kē̆t-, kot-","room, dwelling place",heōþu,"hall, room",Old English,noun feminine (gender),pokorny
"1. keu-, skeu-, lengtʰened grade kēu-","to see, hear, observe, hearken, attend to","ælf-scīene, ælf-scīeno","beautiful, of elfin beauty",Old English,adjective,pokorny
"2. keu-, keu̯ə-",to bend,komb,coomb,Breton,noun,pokorny
"1. ḱeu-, ḱeu̯ə- : ḱū-, ḱu̯ā-",to swell,pandemic,"widespread, affecting large fraction of population",English,adjective,pokorny
2. ḱeu-,"to shine, be bright",surb,"holy, blessed",Classical Armenian,adjective,pokorny
1. ḱēu- : ḱū-,"to sway, totter","cēveō, -ēre",wiggle; flatter like a fawning dog,Latin,To Be Determined,pokorny
"2. ḱēu- : ḱəu-, ḱū-","to burn, light (a fire)",calme,calm,Middle English,noun,pokorny
ḱeub-,thorn,hiopo,Thorn bush,Old Saxon,To Be Determined,pokorny
"keuəd-, kū̆d-","to cry, shout",kutsáyati,"insults, criticizes",Sanskrit,To Be Determined,pokorny
"keu̯əp- : ku̯ēp-, ku̯əp-, kū̆p-, and occasionally keu̯p-, ku̯ep-","to boil, cook, smoke",concupiscence,concupiscence,Middle English,noun,pokorny
"ḱēu̯ero-, ḱōu̯ero-, also sḱūro-?",north (wind),"scūr, scēor, scyur",shower,Old English,noun masculine (gender),pokorny
ḱeuk-,"to glow, shine, be bright white",sygnett,cygnet,Middle English,noun,pokorny
"ḱeuḱ-, ḱuḱ-","to whirl, mix together",κυκεών,Mixed potion,Greek,To Be Determined,pokorny
kik-,jay (bird),kiki-,blue wooden jay,Sanskrit,To Be Determined,pokorny
1. ḱik-,"belt, strap, thong",siksna,belt,Latvian,noun feminine (gender),pokorny
2. ḱī̆k-,"to rain, drizzle",śīkára-,fine rain,Sanskrit,To Be Determined,pokorny
ḱiḱer-,pea,siseṙn,Chickpea,Armenian,To Be Determined,pokorny
"ḱīō̆n-, ḱīsō̆n-?",pillar,siun,Column,Armenian,To Be Determined,pokorny
ḱipʰ-,thin flexible twig/root,śiphā,"thin root, rod",Sanskrit,To Be Determined,pokorny
kistā,"basket, plaited container",κίστη,"Boxes, crates",Greek,To Be Determined,pokorny
klā-,"to lade, place, heap up, lay down",hladan,to lade,Old English,verb strong (inflection),pokorny
klādʰrā,alder (tree),κλήθρα,"Alder, Betula alnus L.",Greek,To Be Determined,pokorny
klau-,to weep,κλαίω,cry,Ionic,To Be Determined,pokorny
"klēg-, klōg-, kləg-, klang-, kleg-, klōg-, kleig-, kleik-","to cry, shout, scream",hlōon,to low,Old High German,verb,pokorny
ḱlei-,"to lean, incline, tip (over)","hlǣder, hlæd(d)er, hlæddre",ladder,Old English,noun feminine (gender),pokorny
