root,meaning,derivative,derivative meaning,language,form,dictionary
bʰerǵʰ-,bury,Bucklebury,hobbit town in Tolkien: The Lord of the Rings,English,proper noun,pokorny
1. bʰes-,rub on,bezo,birch,Breton,noun masculine (gender),pokorny
"bʰeu-, bʰeu̯ə-, bʰu̯ā-, bʰu̯ē- : bʰō̆u- : bʰū-",exist; grow,both,"hut, bothy",Old Irish,noun feminine (gender),pokorny
"bʰeu-, bʰeu̯ə-, bʰu̯ā-, bʰu̯ē- : bʰō̆u- : bʰū-",prosper,both,"hut, bothy",Old Irish,noun feminine (gender),pokorny
"bʰeudʰ-, nasalized bʰu-n-dʰ-",to awaken,as-boind,to refuse,Old Irish,verb,pokorny
"bʰeudʰ-, nasalized bʰu-n-dʰ-",be aware,as-boind,to refuse,Old Irish,verb,pokorny
1. bʰeug-,seek refuge,feverfew,feverfew,Middle English,noun,pokorny
"2. bʰeug-, bʰeugʰ-",to free,"baog-, bunja-","solve, save, save oneself from",Avestan,To Be Determined,pokorny
"2. bʰeug-, bʰeugʰ-",put away,"baog-, bunja-","solve, save, save oneself from",Avestan,To Be Determined,pokorny
"3. bʰeug-, bʰeugʰ-",flex,bocc,soft,Old Irish,adjective,pokorny
4. bʰeug-,to enjoy,defunct,having finished course of life/existence,English,adjective,pokorny
bʰidʰ-,pot,πίθος n.,"Barrel, wine barrel",Greek,To Be Determined,pokorny
bʰidʰ-,vat,πίθος n.,"Barrel, wine barrel",Greek,To Be Determined,pokorny
bʰidʰ-,cauldron,πίθος n.,"Barrel, wine barrel",Greek,To Be Determined,pokorny
"bʰili-, bʰilo-",friendly,philander,"to flirt, make love frivolously",English,verb,pokorny
"bʰili-, bʰilo-",harmonious,philander,"to flirt, make love frivolously",English,verb,pokorny
bʰlaǵ-,flog,flegel,flail,Old English,noun,pokorny
bʰlaǵ-,flail,flegel,flail,Old English,noun,pokorny
bʰlagʰ-men-,priest,flamin,flamen,Middle English,noun,pokorny
bʰlagʰ-men-,flamen,flamin,flamen,Middle English,noun,pokorny
bʰlagʰ-men-,wizard,flamin,flamen,Middle English,noun,pokorny
bʰlē-,weep,bellan,to roar,Old English,verb,pokorny
"bʰlē̆d-, bʰl̥d-",bubble up; boast,platzen,"to burst, explode, detonate",German,verb,pokorny
"bʰlē̆d-, bʰl̥d-",chatter,platzen,"to burst, explode, detonate",German,verb,pokorny
bʰlegʷ-,become bloated,bolca,a round swelling,Old High German,noun,pokorny
2. bʰlei-,blow up,"blegen, blēgen","blain, boil, blister",Old English,noun feminine (gender),pokorny
bʰlendʰ-,dim,"blandan, blondan, blēond, blēondon, blanden",to blend,Old English,verb strong (inflection),pokorny
bʰlendʰ-,pale,"blandan, blondan, blēond, blēondon, blanden",to blend,Old English,verb strong (inflection),pokorny
bʰlendʰ-,blond,"blandan, blondan, blēond, blēondon, blanden",to blend,Old English,verb strong (inflection),pokorny
bʰlendʰ-,reddish,"blandan, blondan, blēond, blēondon, blanden",to blend,Old English,verb strong (inflection),pokorny
bʰleu-,to bloat,phallus,phallus,Latin,noun masculine (gender),pokorny
bʰleu-,blow up; flow,phallus,phallus,Latin,noun masculine (gender),pokorny
2. bʰlēu- : bʰləu- : bʰlū-,bad,blēat,"poor, wretched, miserable",Old English,adjective,pokorny
2. bʰlēu- : bʰləu- : bʰlū-,miserable,blēat,"poor, wretched, miserable",Old English,adjective,pokorny
bʰlē-u̯o-s,a light color (blue,*blāw,blue,Old English,adjective,pokorny
bʰlē-u̯o-s,yellow),*blāw,blue,Old English,adjective,pokorny
bʰleus-,mild,bloslin,weak,Swedish dialect,To Be Determined,pokorny
bʰləido-s,light,blědъ,"pale, pallid",Old Slavic,To Be Determined,pokorny
bʰlīǵ- : *bʰlēig-,strike,afflight,"disturbed, frightened",Middle English,adjective,pokorny
bʰlīǵ- : *bʰlēig-,inflict,afflight,"disturbed, frightened",Middle English,adjective,pokorny
bʰlō̆k-,flock,flock,flock,Middle English,noun,pokorny
bʰlō̆k-,tow,flock,flock,Middle English,noun,pokorny
bʰlō̆k-,wool; cloth?,flock,flock,Middle English,noun,pokorny
bʰog-,beck,būal,flowing water,Middle Irish,noun feminine (gender),pokorny
bʰog-,flowing water,būal,flowing water,Middle Irish,noun feminine (gender),pokorny
"bʰō̆gʰ-, or bʰā̆gʰ-",bog,bagger,"mud, slime",Middle Dutch,noun masculine (gender),pokorny
"bʰō̆gʰ-, or bʰā̆gʰ-",swamp,bagger,"mud, slime",Middle Dutch,noun masculine (gender),pokorny
"bʰō̆gʰ-, or bʰā̆gʰ-",lowland,bagger,"mud, slime",Middle Dutch,noun masculine (gender),pokorny
"bʰōi- : bʰəi- : bʰī-, bʰii̯ə-",to fear,"baisùs, baisì","horrible, terrible",Lithuanian,adjective,pokorny
"bʰōi- : bʰəi- : bʰī-, bʰii̯ə-",be afraid,"baisùs, baisì","horrible, terrible",Lithuanian,adjective,pokorny
bʰok-,to burn?,focus,point of concentration,English,noun,pokorny
bʰolo-,mist,bolad,Smell,Old Irish,To Be Determined,pokorny
bʰolo-,smoke,bolad,Smell,Old Irish,To Be Determined,pokorny
bʰolo-,steam?,bolad,Smell,Old Irish,To Be Determined,pokorny
bʰoso-s,bare,bær,bare,Old English,adjective,pokorny
bʰoso-s,naked,bær,bare,Old English,adjective,pokorny
bʰoudʰi-,victory,búaid,Victory,Old Irish,To Be Determined,pokorny
"bʰrag-, better bʰrə-g-",to scent,brache,brach,Middle English,noun,pokorny
bʰrā́ter-,brother,brāthir,brother,Old Irish,noun,pokorny
bʰrā́ter-,family member,brāthir,brother,Old Irish,noun,pokorny
bʰred-,wander,Bρέδαι,ON,Thracian,To Be Determined,pokorny
2. bʰreǵ-,to stick up,bark,bark,Middle English,noun,pokorny
"bʰrēi-, bʰrī̆-",to fray,brissim,I break,Old Irish,verb 1st person singular (number),pokorny
"bʰrēi-, bʰrī̆-",cut with sharp tool,brissim,I break,Old Irish,verb 1st person singular (number),pokorny
bʰren-,to bulge,"brant, bront","high, deep, steep, difficult",Old English,adjective,pokorny
bʰren-,stick out; edge,"brant, bront","high, deep, steep, difficult",Old English,adjective,pokorny
bʰren-,brink,"brant, bront","high, deep, steep, difficult",Old English,adjective,pokorny
bʰrendʰ-,swell up,bruinnid,"to flow, spring forth",Old Irish,verb,pokorny
"bʰrenk-, bʰronk-",to bring,ham-bronc,will lead,Middle Breton,verb future (tense),pokorny
bʰreḱ-,to err,bhráṁśate,"falls, crashes",Sanskrit,To Be Determined,pokorny
bʰreḱ-,be ensnared,bhráṁśate,"falls, crashes",Sanskrit,To Be Determined,pokorny
bʰren-to-s,deer,βρένδον,deer,Messapic,To Be Determined,pokorny
bʰren-to-s,horned animal,βρένδον,deer,Messapic,To Be Determined,pokorny
bʰres-,to burst,brosc,noise,Middle Irish,noun,pokorny
bʰreu-ḱ-,to strike,"aizbraukt, aizbraucu, aizbraucu",to leave,Latvian,verb,pokorny
2. bʰreu-s-,to bruise,brūu,"I bruise, shatter",Old Irish,verb 1st person singular (number),pokorny
2. bʰreu-s-,break to pieces,brūu,"I bruise, shatter",Old Irish,verb 1st person singular (number),pokorny
1. bʰrū-,eyebrow,brū,brow,Old English,noun,pokorny
"2. bʰrū-, bʰrēu-",bridge,"brycg, bricg",bridge,Old English,noun feminine (gender),pokorny
bʰrūg-,fruit; to brook,pāfrujt,"barren, without fruit",Gheg,adjective,pokorny
bʰrugʰ-no-,twig,brwyn-en,Reed grass,Welsh,To Be Determined,pokorny
bʰudʰ-mn,base,bonn,bottom,Irish,noun masculine (gender),pokorny
bʰudʰ-mn,ground,bonn,bottom,Irish,noun masculine (gender),pokorny
bʰudʰ-mn,bottom,bonn,bottom,Irish,noun masculine (gender),pokorny
bʰudʰ-mn,fundament,bonn,bottom,Irish,noun masculine (gender),pokorny
"bʰū̆ǵo-s, familiar form bʰukko-s",buck,Oldbuck,hobbit surname in Tolkien: The Lord of the Rings,English,proper noun,pokorny
dā-,fluid; river; to flow,Danube,south-central European river,English,proper noun,pokorny
"dāiu̯ēr, genitive daiu̯rés",brother-in-law,tācor,husband's brother,Old English,noun,pokorny
daḱru-,tear (from the eye),dēr,tear,Old Irish,noun,pokorny
*dəǵʰ-mó-,slanting,jihmá-,"slanted, crooked",Sanskrit,To Be Determined,pokorny
"de-, do-",I-deictic; here,unto,"to, until",English,preposition,pokorny
dēg-,grab,"tacan, tōc, tōcon, tacen",to take,Old English,verb strong (inflection),pokorny
dēg-,pack?,"tacan, tōc, tōcon, tacen",to take,Old English,verb strong (inflection),pokorny
"1. dei-, dei̯ə-, dī-, di̯ā-",glitter; day,postmeridian,occurring after noon,English,adjective,pokorny
"1. dei-, dei̯ə-, dī-, di̯ā-",sun; god,postmeridian,occurring after noon,English,adjective,pokorny
"1. dei-, dei̯ə-, dī-, di̯ā-",deity,postmeridian,occurring after noon,English,adjective,pokorny
deiǵʰ-,to itch,tinclian,to tickle,Old English,verb,pokorny
deiǵʰ-,prick; tick,tinclian,to tickle,Old English,verb,pokorny
deiḱ-,to teach,disc,"dish, plate, bowl; discus",Old English,noun masculine (gender),pokorny
"2. deḱ- : doḱ-, dēḱ-",to tear,dūal,lock of hair,Old Irish,noun,pokorny
"2. deḱ- : doḱ-, dēḱ-",rip to pieces,dūal,lock of hair,Old Irish,noun,pokorny
"deḱm̥, deḱm̥-t, deḱu-",ten,hundert,hundred (100),German,number cardinal,pokorny
"deḱm̥, deḱm̥-t, deḱu-",decade,hundert,hundred (100),German,number cardinal,pokorny
1. del-,to tell,getæl,"quick, ready",Old English,adjective,pokorny
2. del-,totter,dulā́,the wavering.,Sanskrit,To Be Determined,pokorny
4. del-,to rain,delt,dew,Middle Irish,noun,pokorny
4. del-,dribble,delt,dew,Middle Irish,noun,pokorny
5. del-,long,dal(a),to hold,Welsh,verb,pokorny
"dem-, demə-",to build,timber,"wood, building, structure",Old English,noun,pokorny
"dem-, demə-",timber; house,timber,"wood, building, structure",Old English,noun,pokorny
"dem-, demə-",domicile,timber,"wood, building, structure",Old English,noun,pokorny
"demə-, domə-, d<sub>o</sub>mə-",to tame,damnain,to tie up,Old Irish,verb,pokorny
demel-,worm?,δεμελέας,Disgust,Epidaurian,To Be Determined,pokorny
1. dens-,to learn; mental power,autodidact,self-taught person,English,noun,pokorny
depʰ-,to push,letter,letter,Middle English,noun,pokorny
depʰ-,thrust,letter,letter,Middle English,noun,pokorny
"1. der- : dōr-, d<sub>e</sub>r-, or dōr- : dər-",hand span,dorn,fist,Old Irish,noun,pokorny
"2. der-, reduplicated der-der-, dr̥d<sub>o</sub>r-, broken reduplication dor-d-, dr̥-d-",(onomatopoeic: to mutter,dordaid,"to hum, buzz",Old Irish,verb,pokorny
"2. der-, reduplicated der-der-, dr̥d<sub>o</sub>r-, broken reduplication dor-d-, dr̥-d-",grumble),dordaid,"to hum, buzz",Old Irish,verb,pokorny
"3. der-, drā-, dreb-, drem-, dreu-",to run,"tredan, træd, trǣdon, treden",to tread,Old English,verb strong (inflection),pokorny
"3. der-, drā-, dreb-, drem-, dreu-",trip,"tredan, træd, trǣdon, treden",to tread,Old English,verb strong (inflection),pokorny
"3. der-, drā-, dreb-, drem-, dreu-",tramp,"tredan, træd, trǣdon, treden",to tread,Old English,verb strong (inflection),pokorny
"4. der-, ʰeavy-base derə-, drē-",skin,phelloderm,tissue produced inwardly by cork cambium,English,noun,pokorny
derbʰ-,to wind,turf,turbary,Old English,noun,pokorny
derbʰ-,put together,turf,turbary,Old English,noun,pokorny
der-,to see?,zorft,clear,Old High German,adjective,pokorny
"derə-, drā-",to work,drama,"play, verse/prose composition for theatrical performance",English,noun,pokorny
dergʰ-,to grasp,targe,targe,Middle English,noun,pokorny
derḱ-,to look,derc,eye,Old Irish,noun,pokorny
"deru-, dō̆ru-, dru-, drou-, dreu̯ə- : drū-",firm,axeltre,axletree,Middle English,noun,pokorny
"deru-, dō̆ru-, dru-, drou-, dreu̯ə- : drū-",solid; tree,axeltre,axletree,Middle English,noun,pokorny
"deru-, dō̆ru-, dru-, drou-, dreu̯ə- : drū-",wood,axeltre,axletree,Middle English,noun,pokorny
"des-, dēs-",to find,δήω,will find,Greek,To Be Determined,pokorny
1. deu-,to sink in,ecdysis,"moulting, shedding of outer layer",English,noun,pokorny
1. deu-,plunge into,ecdysis,"moulting, shedding of outer layer",English,noun,pokorny
"2. deu-, or dou- : du-",to worship,bon,bone,Middle English,noun,pokorny
"2. deu-, or dou- : du-",venerate; mighty,bon,bone,Middle English,noun,pokorny
"3. deu-, deu̯ə-, du̯ā-, dū-",to pass,"tȳrian, tēorian","to tire, faint, fail, cease",Old English,verb weak (inflection),pokorny
"3. deu-, deu̯ə-, du̯ā-, dū-",move forward,"tȳrian, tēorian","to tire, faint, fail, cease",Old English,verb weak (inflection),pokorny
deuk-,to tug,aqueduct,water conduit,English,noun,pokorny
deuk-,drag,aqueduct,water conduit,English,noun,pokorny
deup- : kteup-?,(onomotopoeic: dull thud),δοῦπος,"dull noise, uproar; sound of footsteps",Greek,To Be Determined,pokorny
dl̥kú-,sweet,billet-doux,love letter,English,noun,pokorny
dl̥kú-,dulcet,billet-doux,love letter,English,noun,pokorny
"dn̥ǵʰū, dn̥ǵʰu̯ā",tongue,biltong,jerked meat,English,noun,pokorny
"dō- : də-, also dō-u- : dəu- : du-",donate,antidote,remedy to effects of poison,English,noun,pokorny
dous-,arm,dóṣ-,"Forearm, arm, lower part of the forefoot in animals",Sanskrit,To Be Determined,pokorny
dreǵʰ-,vexed,trigo,"Grief, reluctance",Gothic,To Be Determined,pokorny
dreǵʰ-,displeased,trigo,"Grief, reluctance",Gothic,To Be Determined,pokorny
dreǵʰ-,unwilling,trigo,"Grief, reluctance",Gothic,To Be Determined,pokorny
"dumb-, dumbʰ-?",tail,tæppa,tap,Old English,noun masculine (gender),pokorny
"dumb-, dumbʰ-?",penis,tæppa,tap,Old English,noun masculine (gender),pokorny
dus-,foul,dysarthria,"dyslalia, lack of distinct articulation",English,noun,pokorny
dus-,evil,dysarthria,"dyslalia, lack of distinct articulation",English,noun,pokorny
du̯ō,two,twibill,"double-bladed battle-ax, lit. two-bill",English,noun,pokorny
du̯ō,duo,twibill,"double-bladed battle-ax, lit. two-bill",English,noun,pokorny
"1. dʰā̆bʰ-, nasalized dʰamb-",to be speechless,dabben,to dab,Middle English,verb,pokorny
"1. dʰā̆bʰ-, nasalized dʰamb-",astonished; to dab,dabben,to dab,Middle English,verb,pokorny
"1. dʰā̆bʰ-, nasalized dʰamb-",be touched,dabben,to dab,Middle English,verb,pokorny
"1. dʰā̆bʰ-, nasalized dʰamb-",affected,dabben,to dab,Middle English,verb,pokorny
2. dʰabʰ-,suit; proper,ge-dæfte,"meek, gentle",Old English,adjective,pokorny
dʰā̆l-,be green,duileasg,edible seaweed,Irish,noun masculine (gender),pokorny
"dʰanu-, or dʰonu-",(type of tree),den,fir,Dutch,noun,pokorny
dʰau-,to press,avifauna,flying animal(s),English,noun,pokorny
dʰau-,strangle,avifauna,flying animal(s),English,noun,pokorny
"1. dʰē-, reduplicated dʰē-dʰ-",older family member (nursery word),dědъ,grandfather,Old Church Slavonic,noun masculine (gender),pokorny
2. dʰē-,to do,amphithecium,outer cell layer of spore-containing moss capsule,English,noun,pokorny
"3. dʰē-, dʰə-",to disappear,ded-,to dwindle,Old Irish,verb,pokorny
"3. dʰē-, dʰə-",pass away,ded-,to dwindle,Old Irish,verb,pokorny
dʰeb-,heavy,dam,dam,Middle English,noun,pokorny
"dʰebʰ-, dʰebʰ-eu-",to harm,"dobiù, dóbti","to beat, kill",Lithuanian,verb,pokorny
"dʰē-, also dʰ-ei-?",suckle,denaid,to suck,Old Irish,verb,pokorny
dʰēigʷ- : dʰōigʷ- : dʰīgʷ-,plant,dīc,"dike, ditch",Old English,noun masculine (gender),pokorny
dʰeiǵʰ-,knead clay,digen,"firm, solid",Old Irish,adjective,pokorny
"1. dʰel-, dʰolo-",curve; dell,dail,dale,Irish,noun,pokorny
2. dʰel-,to light; shining,dellrad,"brilliance, radiance",Middle Irish,noun,pokorny
3. dʰel-,to tremble,dallen,to dangle,Low German,verb,pokorny
dʰelbʰ-,delve,delfan,to delve,Old English,verb,pokorny
dʰelg-,to stab,delg,"thorn, pin, brooch",Old Irish,noun,pokorny
dʰelg-,stick; needle,delg,"thorn, pin, brooch",Old Irish,noun,pokorny
"dʰem-, dʰemə-",fly about like dust,dem,"dim, black",Old Irish,adjective,pokorny
1. dʰen-,to flow,font,font,Old English,noun,pokorny
2. dʰen-,flat of hand,dene,"vale, valley",Old English,noun masculine (gender),pokorny
2. dʰen-,surface of land,dene,"vale, valley",Old English,noun masculine (gender),pokorny
3. dʰen-,ding,dengan,"to beat, strike",Old English,verb,pokorny
2. dʰengʰ-,to get,tachometer,device for measuring speed (esp. rotation),English,noun,pokorny
2. dʰengʰ-,grip,tachometer,device for measuring speed (esp. rotation),English,noun,pokorny
"1. dʰer-, dʰerə-",dirt,derg,red,Middle Irish,adjective,pokorny
"1. dʰer-, dʰerə-",dreg,derg,red,Middle Irish,adjective,pokorny
"1. dʰer-, dʰerə-",some type of deposit,derg,red,Middle Irish,adjective,pokorny
"2. dʰer-, dʰerə-",to hold,drong,troop,Old Irish,noun,pokorny
"3. dʰer-, dʰereu-, dʰrē̆n-",(onomatopoeic: to drone,drēsacht,rattle,Middle Irish,noun,pokorny
"3. dʰer-, dʰereu-, dʰrē̆n-",growl,drēsacht,rattle,Middle Irish,noun,pokorny
"3. dʰer-, dʰereu-, dʰrē̆n-",purr,drēsacht,rattle,Middle Irish,noun,pokorny
4. dʰer- : dʰor- : dʰ<sub>e</sub>r-,to jump (at),dar-,"to spring, leap",Middle Irish,verb,pokorny
"5. dʰer-, dʰrei-d-",to defecate; dirt,drit,"dirt, mud",Old English,noun,pokorny
dʰerebʰ-,to harden; coagulated,hypertrophy,swelling of cells causing organ/tissue volume increase,English,noun,pokorny
dʰeregʰ-,bushy plants,drākṣā,Grape,Sanskrit,To Be Determined,pokorny
dʰers-,to dare,"durran, dearr, durron, dorste",to dare,Old English,verb preterite-present (verb) class 3,pokorny
dʰers-,be bold,"durran, dearr, durron, dorste",to dare,Old English,verb preterite-present (verb) class 3,pokorny
"dʰēs-, dʰəs-",(used in religious terms),feire,fair,Middle English,noun,pokorny
"2. dʰeu-, dʰu̯-ēi-",to die,díth,"end, death",Old Irish,noun,pokorny
"2. dʰeu-, dʰu̯-ēi-",faint,díth,"end, death",Old Irish,noun,pokorny
"2. dʰeu-, dʰu̯-ēi-",vanish,díth,"end, death",Old Irish,noun,pokorny
"dʰeu-b-, dʰeu-p-",deep,Domnall,Donald,Old Irish,proper noun,pokorny
"dʰeubʰ-, dʰubʰ-",wedge,dubbian,to dub,Old English,verb,pokorny
dʰeugʰ-,to milk,dohtig,doughty,Old English,adjective,pokorny
"dʰlas-, or dʰels- : dʰl̥s-",squeeze; squash?,dhr̥ṣád,Grinding stone,Sanskrit,To Be Determined,pokorny
dʰl̥gʰ-,debt,plega,"play, movement, battle, applause",Old English,noun masculine (gender),pokorny
dʰl̥gʰ-,guilt,plega,"play, movement, battle, applause",Old English,noun masculine (gender),pokorny
dʰl̥gʰ-,duty,plega,"play, movement, battle, applause",Old English,noun masculine (gender),pokorny
dʰō-,to sharpen,dhā́rā,"Edge, sharpness, blade",Sanskrit,To Be Determined,pokorny
dʰō[u]- : dʰū-,rope?,"θῶμι(γ)ξ, -ιγγος f.","Rope, string, band, bowstring (presupposes *θω-μο- or -μᾱ).",Greek,To Be Determined,pokorny
dʰrebʰ-,to drub,drepan,to drub,Old English,verb,pokorny
dʰrebʰ-,grind to pieces,drepan,to drub,Old English,verb,pokorny
2. dʰregʰ-,to hurt,"drec(c)an, dreccean, dre(a)hte, dre(a)ht","to vex, harass, afflict",Old English,verb weak (inflection) class 1,pokorny
dʰreu-,to grind,"bedrēosan, bedrēas, bedruron, bedroren","to bereave, deprive of",Old English,verb strong (inflection) class 2,pokorny
"dʰrigʰ-, or dʰreikʰ-",hair,"θρίξ, τριχός","Hair, bristle",Greek,To Be Determined,pokorny
dʰrono-,multicolored?,θρόνα,"Flower decorations in garments (used by Alexandrian poets for φάρμακα, magic, medicinal herbs), colorful garments, colorful animals.",Greek,To Be Determined,pokorny
dʰugəter-,daughter,"dohtor, dōhtur, dōhter",daughter,Old English,noun feminine (gender),pokorny
"dʰu̯er-, dʰu̯erə-",to harm by trickery/deception,dhvárati,damaged,Sanskrit,To Be Determined,pokorny
"dʰu̯ē̆r-, dʰu̯ō̆r-, dʰur-, dʰu̯r̥-",door,fors,outside,Old French,adverb(ial),pokorny
dʰu̯ergʰ- : drugʰ-,crippled,Dwarrowdelf,a.k.a. Khazad-dum in Tolkien: The Lord of the Rings,English,proper noun,pokorny
dʰu̯ergʰ- : drugʰ-,dwarf-like,Dwarrowdelf,a.k.a. Khazad-dum in Tolkien: The Lord of the Rings,English,proper noun,pokorny
dʰu̯ergʰ- : drugʰ-,low in stature,Dwarrowdelf,a.k.a. Khazad-dum in Tolkien: The Lord of the Rings,English,proper noun,pokorny
"1. ē̆, ō̆",(particle: he,ashram,secluded dwelling of Hindu sage/disciples,English,noun,pokorny
"1. ē̆, ō̆",this,ashram,secluded dwelling of Hindu sage/disciples,English,noun,pokorny
"2. ē, ō",oh (vocative interjection),eh,"oh, hey, well, there!",Latin,interjection,pokorny
"3. e-, ei-, i-, fem. ī-",(demonstrative particle: one,"*þiinita, thiin-ita",eleven (10 + 1),Crimean Gothic,number cardinal,pokorny
ebʰi? : obʰi : bʰi,from,abhi,Prefix 'on - to',Sanskrit,To Be Determined,pokorny
ebʰi? : obʰi : bʰi,(up) to,abhi,Prefix 'on - to',Sanskrit,To Be Determined,pokorny
2. edʰ-,fence of stakes,"e(o)dor, e(o)der, eodur","fence, hedge, enclosure; court, dwelling; prince",Old English,noun masculine (gender),pokorny
eg-,lack (of something),indigent,indigent,Middle English,adjective,pokorny
"eǵ-, eǵom, eǵō",ego,ic,I,Old English,pronoun 1st person singular (number),pokorny
"eǵ-, eǵom, eǵō",I (pronoun),ic,I,Old English,pronoun 1st person singular (number),pokorny
eǵʰero-,(inland) lake,Acheron,River of Woe in Hades/infernal regions,English,proper noun,pokorny
eǵʰi-,hedgehog,ozni,Hedgehog,Armenian,To Be Determined,pokorny
"eǵʰs, eǵʰz",ex-,exact,precise,English,adjective,pokorny
"eʰem, eʰeu, eʰo",aha! oho! (exclamation),aha,aha!,Middle English,interjection,pokorny
1. ei-,to go,ambient,"encompassing, surrounding on all sides",English,adjective,pokorny
1. ei-,exit,ambient,"encompassing, surrounding on all sides",English,adjective,pokorny
2. ē̆i,O (vocative particle),ē,"Exclamation of address, of self-reflection",Sanskrit,To Be Determined,pokorny
3. ei-,bright; reddish,ēo,yew,Old Irish,noun feminine (gender),pokorny
"eibʰ- : oibʰ-, i̯ebʰ-",to copulate,yebat',to copulate,Russian,verb,pokorny
"eig-, oig-",to lament,ēigem,cry,Old Irish,noun feminine (gender),pokorny
"eig-, oig-",complain,ēigem,cry,Old Irish,noun feminine (gender),pokorny
ēik-,to own,icht,"race, descendants",Irish,noun,pokorny
ēik-,possess,icht,"race, descendants",Irish,noun,pokorny
ēik-,be capable,icht,"race, descendants",Irish,noun,pokorny
1. eis-,to move rapidly/violently,"īren, īse(r)n","iron, implement made thereof",Old English,noun neuter (gender),pokorny
"2. ei-s-, ei-n-",ice,īs,ice; (name for) I-rune,Old English,noun strong (inflection) neuter (gender),pokorny
eḱu̯o-s,horse,ech,horse,Old Irish,noun,pokorny
"1. el-, ol-, <sub>e</sub>l-",red,"alor, aler, air",alder,Old English,noun masculine (gender),pokorny
"1. el-, ol-, <sub>e</sub>l-",brown,"alor, aler, air",alder,Old English,noun masculine (gender),pokorny
2. el-,recline,el-,to rest,Indo-European,To Be Determined,pokorny
3. el- : ol-,be moldy,ul,"Moldy, filled with disgust.",Norwegian,To Be Determined,pokorny
"4. el-, ol-",(a noise),ἐλεέω,"to have pity, be pitied",Greek,verb,pokorny
"5. el-, ol-",to destroy,ὄλεθρος,destruction,Greek,noun masculine (gender),pokorny
"7. el-, elə-, witʰ k-suffix elk-, elək-",hungry; bad?,illr,"bad, evil; ugly, unpleasing; difficult",Old Norse,adjective,pokorny
"8. el-, elē̆i-, lē̆i-, olī̆nā",to bend; elbow,uilenn,elbow,Old Irish,noun,pokorny
ēl-,line,ǣl,eel,Old English,noun,pokorny
ēl-,strip,ǣl,eel,Old English,noun,pokorny
ēlā,awl,"æl, al",awl,Old English,noun feminine (gender),pokorny
ēlā,bodkin,"æl, al",awl,Old English,noun feminine (gender),pokorny
elg-,poor,ałkałk,"poor, meager, low, bad",Armenian,To Be Determined,pokorny
elg-,needy,ałkałk,"poor, meager, low, bad",Armenian,To Be Determined,pokorny
elkos-,abscess,ulcer,ulcer,Middle English,noun,pokorny
"embʰi-, empi-",bee,"ἐμπίς, -ίδος",Mosquito,Greek,To Be Determined,pokorny
"embʰi-, empi-",gnat,"ἐμπίς, -ίδος",Mosquito,Greek,To Be Determined,pokorny
"embʰi-, empi-",mosquito,"ἐμπίς, -ίδος",Mosquito,Greek,To Be Determined,pokorny
1. en,in,"en, in(i)-",in,Old Irish,preposition,pokorny
2. en-,year,pérnai,last year,Lithuanian,adverb(ial),pokorny
ēn,behold! look here!,ἤν,behold!,Greek,To Be Determined,pokorny
"1. enebʰ-, embʰ-, ombʰ-, nō̆bʰ-, nēbʰ-?, m̥bʰ-",navel,imbliu,navel,Old Irish,noun,pokorny
"2. enebʰ- : nebʰ-, embʰ-, m̥bʰ-",damp; cloud,nem,sky,Old Irish,noun,pokorny
"2. enebʰ- : nebʰ-, embʰ-, m̥bʰ-",nimbus; water,nem,sky,Old Irish,noun,pokorny
"eneḱ-, neḱ-, enḱ-, n̥ḱ-",to reach,ro-icc,to reach,Old Irish,verb,pokorny
"eneḱ-, neḱ-, enḱ-, n̥ḱ-",obtain,ro-icc,to reach,Old Irish,verb,pokorny
"e-neu̯en, neu̯n̥, enu̯n̥",nine,nineteen,19,English,number cardinal,pokorny
"engʷ-, n̥gʷḗn",swelling,inguinal,re: groin/lowest lateral abdomenal region,English,adjective,pokorny
"eno-, possibly e-no- : ono- : no- : -ne-",that,geon,that one,Old English,demonstrative pronoun,pokorny
"enmn̥-, nomn̥, nōmn̥",name,acronym,word formed by first letters of name,English,noun,pokorny
"enos-, or onos-",onus,exoneraten,to exonerate,Middle English,verb,pokorny
"enos-, or onos-",burden,exoneraten,to exonerate,Middle English,verb,pokorny
"enq-, onq-",to sigh,ὀγκάομαι,"scream, roar",Greek,To Be Determined,pokorny
epero-,wild boar,aper,Boar,Latin,To Be Determined,pokorny
"epi, opi, pi",near,eventide,evening,English,noun,pokorny
"epi, opi, pi",epi-,eventide,evening,English,noun,pokorny
ēpi-,comrade,āpí,"Friend, ally",Sanskrit,To Be Determined,pokorny
ēpi-,companion,āpí,"Friend, ally",Sanskrit,To Be Determined,pokorny
"epop, opop",(onomatopoeic: call of hoopoe bird),popop,Hoopoe,Armenian,To Be Determined,pokorny
"1. er-, or-",erne,earn,erne,Old English,noun masculine (gender),pokorny
"1. er-, or-",eagle,earn,erne,Old English,noun masculine (gender),pokorny
"2. er-, eri-",sheep,or-oj,"lamb, sheep",Armenian,To Be Determined,pokorny
"4. er-, er-t-, er-u̯-",earth,eard,"earth; home, native country",Old English,noun masculine (gender),pokorny
"5. er-, erə-, tʰematic r-ĕ-",loose,eremite,hermit,Middle English,noun,pokorny
"5. er-, erə-, tʰematic r-ĕ-",crumbly,eremite,hermit,Middle English,noun,pokorny
"ereb-, orob-, rōb-",to drill,ir̂bs,Knitting needle,Latvian,To Be Determined,pokorny
